+====================================+====================================+=================================================================================+
| Launch Setup Clock                 | Launch Hold Clock                  | Pin                                                                             |
| clk_out1_cadc_system_clk_wiz_0_0_1 | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_latched_data_reg[17]/D            |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_reg_flap_reg[12]/R                |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_reg_glove_reg[3]/R                |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_reg_glove_reg[15]/R               |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_reg_glove_reg[10]/R               |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_reg_glove_reg[6]/R                |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_reg_flap_reg[7]/R                 |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_reg_flap_reg[3]/R                 |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_reg_glove_reg[11]/R               |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_reg_glove_reg[13]/R               |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_reg_glove_reg[0]/R                |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_reg_glove_reg[1]/R                |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_reg_flap_reg[17]/R                |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_reg_glove_reg[7]/R                |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_reg_glove_reg[4]/R                |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_reg_flap_reg[10]/R                |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_reg_mach_reg[7]/R                 |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_reg_mach_reg[1]/R                 |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_reg_glove_reg[5]/R                |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_reg_airspd_reg[11]/R              |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_reg_airspd_reg[10]/R              |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_reg_vspd_reg[13]/R                |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_reg_vspd_reg[16]/R                |
| clk_out1_cadc_system_clk_wiz_0_0_1 | clk_out1_cadc_system_clk_wiz_0_0_1 | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_latched_data_reg[3]/D             |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_reg_mach_reg[15]/R                |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_reg_mach_reg[8]/R                 |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_reg_airspd_reg[9]/R               |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_reg_airspd_reg[12]/R              |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_reg_glove_reg[18]/R               |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_reg_glove_reg[16]/R               |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_reg_mach_reg[5]/R                 |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_reg_mach_reg[6]/R                 |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_reg_mach_reg[4]/R                 |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_reg_mach_reg[0]/R                 |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_reg_mach_reg[2]/R                 |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_reg_flap_reg[18]/R                |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_reg_flap_reg[19]/R                |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_reg_flap_reg[15]/R                |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_reg_glove_reg[2]/R                |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_reg_mach_reg[3]/R                 |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_reg_mach_reg[10]/R                |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_reg_mach_reg[11]/R                |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_reg_mach_reg[12]/R                |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_reg_flap_reg[9]/R                 |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_reg_flap_reg[2]/R                 |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_reg_flap_reg[1]/R                 |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_reg_airspd_reg[13]/R              |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_reg_alt_reg[17]/R                 |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_reg_alt_reg[18]/R                 |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_reg_alt_reg[12]/R                 |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_reg_vspd_reg[0]/R                 |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_reg_vspd_reg[15]/R                |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_reg_vspd_reg[17]/R                |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_reg_wing_reg[16]/R                |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_reg_wing_reg[18]/R                |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_reg_wing_reg[19]/R                |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_reg_wing_reg[17]/R                |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_reg_vspd_reg[12]/R                |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_reg_vspd_reg[14]/R                |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_reg_vspd_reg[19]/R                |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_reg_vspd_reg[18]/R                |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_reg_vspd_reg[11]/R                |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_latched_data_reg[7]/R             |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_latched_data_reg[10]/R            |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_latched_data_reg[9]/R             |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_latched_data_reg[13]/R            |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_reg_mach_reg[9]/R                 |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_reg_airspd_reg[15]/R              |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_reg_flap_reg[8]/R                 |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_reg_flap_reg[4]/R                 |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_reg_flap_reg[5]/R                 |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_reg_flap_reg[6]/R                 |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_reg_mach_reg[14]/R                |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_reg_flap_reg[11]/R                |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_reg_flap_reg[0]/R                 |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_latched_data_reg[4]/R             |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_latched_data_reg[15]/R            |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_latched_data_reg[16]/R            |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_reg_alt_reg[6]/R                  |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_reg_alt_reg[10]/R                 |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_reg_alt_reg[11]/R                 |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/s_io_in_sr_reg[8]/R                      |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/s_io_in_sr_reg[10]/R                     |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/s_io_in_sr_reg[9]/R                      |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/s_io_in_sr_reg[11]/R                     |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/s_io_in_sr_reg[12]/R                     |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/s_io_in_sr_reg[13]/R                     |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/s_io_in_sr_reg[14]/R                     |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/s_io_in_sr_reg[15]/R                     |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_reg_alt_reg[7]/R                  |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_reg_alt_reg[4]/R                  |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/s_io_in_sr_reg[6]/R                      |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/s_io_in_sr_reg[18]/R                     |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/s_io_in_sr_reg[19]/R                     |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/s_io_in_sr_reg[7]/R                      |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/s_io_in_sr_reg[17]/R                     |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/s_io_in_sr_reg[16]/R                     |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_latched_data_reg[5]/R             |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_latched_data_reg[14]/R            |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_latched_data_reg[1]/R             |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_latched_data_reg[17]/R            |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_latched_data_reg[0]/R             |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_reg_wing_reg[15]/R                |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/s_io_in_sr_reg[5]/R                      |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/s_io_in_sr_reg[1]/R                      |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/s_io_in_sr_reg[2]/R                      |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/s_io_in_sr_reg[0]/R                      |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/s_io_in_sr_reg[3]/R                      |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/s_io_in_sr_reg[4]/R                      |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_reg_alt_reg[19]/R                 |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_reg_alt_reg[5]/R                  |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_reg_alt_reg[13]/R                 |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_latched_data_reg[3]/R             |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_latched_data_reg[2]/R             |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_latched_data_reg[6]/R             |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_latched_data_reg[18]/R            |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_reg_alt_reg[9]/R                  |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_latched_data_reg[8]/R             |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_latched_data_reg[11]/R            |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_latched_data_reg[12]/R            |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_latched_data_reg[19]/R            |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_reg_wing_reg[14]/R                |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_reg_wing_reg[13]/R                |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_reg_alt_reg[8]/R                  |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_reg_wing_reg[11]/R                |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_reg_mach_reg[13]/R                |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_reg_wing_reg[10]/R                |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_reg_wing_reg[9]/R                 |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_reg_alt_reg[16]/R                 |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_reg_wing_reg[8]/R                 |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_reg_wing_reg[12]/R                |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_io/s_reg_wing_reg[4]/R                 |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_slf/s_cw_bit_cnt_reg[3]/R              |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_slf/s_cw_bit_cnt_reg[4]/R              |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_sequencer/s_cw_sr_reg[33]/R            |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_sequencer/s_cw_sr_reg[34]/R            |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_sequencer/s_cw_sr_reg[35]/R            |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_sequencer/s_cw_sr_reg[36]/R            |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_sequencer/s_cw_sr_reg[25]/R            |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_sequencer/s_cw_sr_reg[26]/R            |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_sequencer/s_cw_sr_reg[24]/R            |
| clk_out1_cadc_system_clk_wiz_0_0   | clk_out1_cadc_system_clk_wiz_0_0   | cadc_system_i/cadc_top_0/U0/u_cadc_top/u_sequencer/s_cw_sr_reg[27]/R            |
